text,created
RT @MLGW: MLGW President Jerry Collins updates on the restoration efforts from Tropical Depression Harvey https://t.co/rh5TdOgALI,9/1/2017 13:43
MLGW President Jerry Collins updates on the restoration efforts from Tropical Depression Harvey https://t.co/rh5TdOgALI,9/1/2017 13:43
Tropical Depression Harvey Moving out of Tenessee and moving into Kentucky and Ohio. Parts of Illinois and Missouri… https://t.co/Ro1Saf2X3o,9/1/2017 13:37
Will We See Tropical Depression Harvey? Here is Your Weekend Forecast. - https://t.co/zvM2mCNe5s #LocalNews,9/1/2017 13:34
"So.
Harvey hits #Bedford.  Downgraded from a Tropical Depression to a Tropical Bad Mood. Category 4. 
Be nice to each other. Today",9/1/2017 13:30
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/AaiIdJkRlp https://t.co/7pgC7ph0FY,9/1/2017 13:30
Tropical Depression Harvey Arrives in the Tennessee Valley With Flood Threat From the Lower Mississippi Valley to the Ohio,9/1/2017 12:48
Tropical Depression Harvey batters Texas https://t.co/dldvsnMPKQ via @usatoday,9/1/2017 12:45
RT @NWSWPC: Heavy rain is still expected from Tropical Depression Harvey https://t.co/nbyYcWD45z,9/1/2017 12:36
NWSWPC: Heavy rain is still expected from Tropical Depression Harvey https://t.co/WWraweA3ol,9/1/2017 12:13
"RT @NC5_LelanStatom: The center of tropical depression #Harvey is near Tupelo, MS moving towards TN. Stay with @NC5 for the latest. https:/…",9/1/2017 12:11
Tropical depression Harvey is now over the Ohio river valley. In Louisville no lightning or thunder just light rain. https://t.co/mD8RBmFyB2,9/1/2017 12:10
#Harvey is a Tropical Depression but still causing problems. It's the storm that keeps going and going and going.… https://t.co/kYvZ2mQczK,9/1/2017 12:08
RT @NWSWPC: Heavy rain is still expected from Tropical Depression Harvey https://t.co/nbyYcWD45z,9/1/2017 12:07
Heavy rain is still expected from Tropical Depression Harvey https://t.co/nbyYcWD45z,9/1/2017 12:05
"RT @citizentvkenya: Harvey Downgraded to Tropical Depression, Still a Danger https://t.co/B8Jn4N8A0J https://t.co/Sg8y4hFwfD",9/1/2017 12:04
"Harvey Downgraded to Tropical Depression, Still a Danger https://t.co/B8Jn4N8A0J https://t.co/Sg8y4hFwfD",9/1/2017 12:00
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 11:52
RT @axios: Harvey weakens to tropical depression as death toll rises to 38 https://t.co/tNMTT1uloK https://t.co/C03gA9uBt5,9/1/2017 11:52
RT @AJEWeather: Heavy rain from Tropical Depression Harvey falls across Tennessee and Kentucky,9/1/2017 11:49
RT @jordanbrading: Pre Gaming in Tropical Depression Harvey ������������ Would have done anything to be there with my bros! Go Tigers! https://t.co/1…,9/1/2017 11:46
"RT @rnllwilliamswx: #Harvey is still a tropical depression and bringing flash flooding threat to TN, KY. Updates on @KCTV5. https://t.co/OP…",9/1/2017 11:45
"RT @NC5_AmyWatson: It's Nashville, not Houston this time! Nothing like what Texas got but Tropical Depression Harvey is still... https://t.…",9/1/2017 11:44
"RT @NC5_AmyWatson: It's Nashville, not Houston this time! Nothing like what Texas got but Tropical Depression Harvey is still... https://t.…",9/1/2017 11:44
"It's Nashville, not Houston this time! Nothing like what Texas got but Tropical Depression Harvey is still... https://t.co/XQkRdRZHLi",9/1/2017 11:43
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 11:42
Harvey To Slow To Tropical Depression Tonight https://t.co/IzcxsxRW3X https://t.co/vHKj6B7zgW,9/1/2017 11:33
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 11:32
"Harvey slogs inland, dumping heavy rains amid flood threat - MEMPHIS, Tenn. (AP) — Tropical Depression Harvey s... https://t.co/5YNFXSQ1AG",9/1/2017 11:31
We're still following the aftermath of Harvey this morning on @KSLA. The tropical depression has moved to TN.,9/1/2017 11:27
"Harvey is now a Tropical Depression, forecasts are now unavailable. Harvey is now over the Tennessee area and is moving to the NE.",9/1/2017 11:27
RT @NWSMemphis: 7-hour GOES-16 IR loop of Tropical Depression Harvey (3:45-1045pm CDT) - Experimental/non-operational https://t.co/F3hyoHcx…,9/1/2017 11:22
"Tropical Depression #Harvey will continue marching slowly NE today thru early Sunday. 1-3"", w/up to 5-6"" for wester… https://t.co/4dPlKk8nW8",9/1/2017 11:22
RT @NWSMemphis: 12 hour (10am - 10pm) Multiple Radar/Multiple Sensor (MRMS) rainfall estimate from Tropical Depression Harvey https://t.co/…,9/1/2017 11:21
"RT @rnllwilliamswx: #Harvey is still a tropical depression and bringing flash flooding threat to TN, KY. Updates on @KCTV5. https://t.co/OP…",9/1/2017 11:03
RT @NWSLouisville: Heavy rain from tropical depression Harvey moving in overnight. #kywx #inwx https://t.co/Aws01yN6DI,9/1/2017 11:02
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/IXHSdBQaw7 https://t.co/01hNeFTT8Z,9/1/2017 11:01
@itsmesteph11 This was made this morning by your gov't regarding Tropical Depression Harvey. https://t.co/tgDEv6n1uI,9/1/2017 10:53
Current radar of Tropical Depression Harvey as it continues to move northeast. Dropping lots of rain this morning i… https://t.co/pb6hM1xXAI,9/1/2017 10:52
RT @breaks_dj: @thehill Trump is jealous that Tropical Depression Harvey has been more damaging to Americans so he’s doing what he can to c…,9/1/2017 10:46
"Harvey is still a tropical depression and bringing flash flooding threat to TN, KY. Updates on KCTV5 News. https://t.co/rbkblKDngK",9/1/2017 10:40
"RT @rnllwilliamswx: #Harvey is still a tropical depression and bringing flash flooding threat to TN, KY. Updates on @KCTV5. https://t.co/OP…",9/1/2017 10:32
Heavy rain from Tropical Depression Harvey falls across Tennessee and Kentucky,9/1/2017 10:30
"✔ Harvey is still a tropical depression (barely), and Irma is now a major hurricane. Updates coming up. &gt;&gt;&gt;",9/1/2017 10:28
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 10:23
"RT @SheenaParveen: Tropical Depression Harvey cloud cover today, rain tomorrow. @NBCwashington https://t.co/eeHQ96Lb4U",9/1/2017 10:23
"RT @rnllwilliamswx: #Harvey is still a tropical depression and bringing flash flooding threat to TN, KY. Updates on @KCTV5. https://t.co/OP…",9/1/2017 10:21
"#Harvey is still a tropical depression and bringing flash flooding threat to TN, KY. Updates on @KCTV5. https://t.co/OPwn4I17L3",9/1/2017 10:13
Tropical Depression Harvey weakens as it moves through north Louisiana https://t.co/NjtAtQaXkd,9/1/2017 10:10
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 10:05
Tropical Depression #harvey Advisory 48: Now available on the NHC website. https://t.co/VRjPACZVSN,9/1/2017 10:04
Harvey weakens to tropical depression as death toll rises to 38 https://t.co/xdPKfHVeDf,9/1/2017 10:01
#BREAKING: 50 evacuated in Nashville from flash flooding as Tropical Depression Harvey makes its way through the ar… https://t.co/QGLmoiYG16,9/1/2017 9:55
Tropical Depression Harvey Public Advisory Number 48 https://t.co/oxSflvTULe,9/1/2017 9:50
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 9:46
"LATEST DETAILS
Tropical Depression Harvey

Image Credits: Weather Channel https://t.co/ptSiwjWo0z",9/1/2017 9:46
The latest Atlantic tropical outlook from #NHC: Tropical Depression Harvey Public Advisory Number 48 https://t.co/krrwLchPIh,9/1/2017 9:45
Tropical Depression Harvey Public Advisory Number 48 https://t.co/gADXCr47xK,9/1/2017 9:43
This has been the best weather STL has had in years. Pretty sure it has something to do w/ the tropical depression from Harvey.,9/1/2017 9:38
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/K7p8BDO1E0,9/1/2017 9:37
"RECENT DETAILS
Tropical Depression Harvey

There are reports of Price Gouging at the Filling Stations

Image Credit… https://t.co/JVi5PYt5mE",9/1/2017 9:32
RT @KETV: Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/IsIEYOy0Si https://t.co/2cQ0tkuvnI,9/1/2017 9:31
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 9:31
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/IsIEYOy0Si https://t.co/2cQ0tkuvnI,9/1/2017 9:30
RT @foxandfriends: FOX NEWS ALERT: Tropical Storm #Irma forms in the Atlantic as #Harvey becomes a tropical depression | @JaniceDean https:…,9/1/2017 9:29
Tropical Depression Harvey Public Advisory Number 48 https://t.co/FS9uCVDi9g,9/1/2017 9:29
Tropical Depression Harvey Public Advisory Number 48 https://t.co/LfykOpT5Re,9/1/2017 9:29
Tropical Depression Harvey Public Advisory Number 48 https://t.co/ZWiaPHrMV7,9/1/2017 9:29
Tropical Depression Harvey Public Advisory Number 48 https://t.co/OR20L2YJu8 #tropics,9/1/2017 9:27
"RECENT DETAILS
Tropical Depression Harvey

A Furniture store in #Houston has doubled up as a Shelter

Image Credits… https://t.co/yUuwd6c2hn",9/1/2017 9:26
"Tropical  Depression #Harvey, Sept.1, 2017
Wind: 37 km/h, Gust: 56 km/h, Speed: 17 km/h",9/1/2017 9:26
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 9:24
NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/tXzVJEe2YE,9/1/2017 9:23
"RT @SheenaParveen: Tropical Depression Harvey cloud cover today, rain tomorrow. @NBCwashington https://t.co/eeHQ96Lb4U",9/1/2017 9:22
NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/A2agtBqwLO,9/1/2017 9:22
"AT Tropical Depression #Harvey Advisory: 48, 25 kt/30 mph winds, 1001 mb,  35.7N 87.2W, moving: NE at 14 kt/16 mph #tropics",9/1/2017 9:21
#NOAA Tropical Depression Harvey Public Advisory Number 48 https://t.co/8dHA47HEGd,9/1/2017 9:21
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 9:18
NOAA: https://t.co/BwjRNDTyAa - Tropical Depression Harvey Public Advisory Number 48,9/1/2017 9:18
Tropical Depression Harvey Public Advisory Number 48The NHC has issued its final advisory on this system. Public Ad… https://t.co/NrPwTBK13q,9/1/2017 9:18
Tropical Depression Harvey expected to dissipate this weekend in Ohio. It's creating wind here this AM https://t.co/g7GUvYKlPP,9/1/2017 9:18
"POTENTIAL RAINFALL PREDICTION
Tropical Depression Harvey

Image Credits: Weather Channel https://t.co/UG24TqPUXc",9/1/2017 9:17
Tropical Depression Harvey Public Advisory Number 48 https://t.co/90tGuXDOxM,9/1/2017 9:17
"HI-RES FUTURE RADAR
Tropical Depression Harvey

Image Credits: Weather Channel https://t.co/VtxwMdCsws",9/1/2017 9:16
Tropical Depression Harvey Public Advisory Number 48 https://t.co/7KXI7r1Eqt,9/1/2017 9:15
Tropical Depression Harvey Public Advisory Number 48 https://t.co/QbONTK7mYS,9/1/2017 9:15
"LATEST DETAILS
Tropical Depression Harvey

Image Credits: Weather Channel https://t.co/MI3nPe9Jst",9/1/2017 9:14
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 9:14
Tropical Depression #Harvey Advisory 48: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 9:14
Tropical Depression #Harvey ADVISORY 48 issued. https://t.co/S1Hwev5NzQ,9/1/2017 9:12
Hurricane Harvey has been downgraded to a tropical depression a week after slamming into Texas.… https://t.co/UvXcZmDyXW,9/1/2017 9:11
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 9:10
RT @breaks_dj: @thehill Trump is jealous that Tropical Depression Harvey has been more damaging to Americans so he’s doing what he can to c…,9/1/2017 9:03
"RT @SheenaParveen: Tropical Depression Harvey cloud cover today, rain tomorrow. @NBCwashington https://t.co/eeHQ96Lb4U",9/1/2017 9:00
RT @breaks_dj: @thehill Trump is jealous that Tropical Depression Harvey has been more damaging to Americans so he’s doing what he can to c…,9/1/2017 8:55
"UPDATE
Tropical Depression Harvey

The death toll has unfortunately risen again to at least 40. It could still rise… https://t.co/sYp10yy5PJ",9/1/2017 8:52
RT @NWSMemphis: 7-hour GOES-16 IR loop of Tropical Depression Harvey (3:45-1045pm CDT) - Experimental/non-operational https://t.co/F3hyoHcx…,9/1/2017 8:49
"RT @SheenaParveen: Tropical Depression Harvey cloud cover today, rain tomorrow. @NBCwashington https://t.co/eeHQ96Lb4U",9/1/2017 8:42
"RT @SheenaParveen: Tropical Depression Harvey cloud cover today, rain tomorrow. @NBCwashington https://t.co/eeHQ96Lb4U",9/1/2017 8:34
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/TIgpfJz8Uw https://t.co/aehORVjtHD,9/1/2017 8:15
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 47: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 8:13
@liaasmh What r u gonna dress up as this year im going to be tropical depression harvey,9/1/2017 8:11
"RECENT DETAILS
Tropical Depression Harvey

Image Credits: Weather Channel https://t.co/AqZXY108GD",9/1/2017 7:51
Pre Gaming in Tropical Depression Harvey ������������ Would have done anything to be there with my bros! Go Tigers! https://t.co/1u9uqUitRZ,9/1/2017 7:50
"Tropical Depression Harvey cloud cover today, rain tomorrow. @NBCwashington https://t.co/eeHQ96Lb4U",9/1/2017 7:39
"RT @NC5_LelanStatom: The center of tropical depression #Harvey is near Tupelo, MS moving towards TN. Stay with @NC5 for the latest. https:/…",9/1/2017 7:36
"RT @RT_America: Tropical Depression Harvey has moved inland &amp; is causing flooding &amp; tornadoes in Mississippi, Tennessee &amp; Alabama https://t…",9/1/2017 7:31
"The center of tropical depression #Harvey is near Tupelo, MS moving towards TN. Stay with @NC5 for the latest. https://t.co/oTXflGAxHr",9/1/2017 7:30
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/TxDLqWmtuU https://t.co/zn6fXMiElO,9/1/2017 7:30
"RT @LindaRockers: Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https://t.co/rcEdohQEjX",9/1/2017 7:18
Rotterdam Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https://t.co/IbuoJcZvmq,9/1/2017 7:17
Groningen Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https://t.co/D84KaXsA8Z,9/1/2017 7:15
"Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https://t.co/rcEdohQEjX",9/1/2017 7:15
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/hMPg1Z1gCm https://t.co/KwT6SL6i6k,9/1/2017 7:15
"RT @NASAHurricane: Satellite Animation Shows Tropical Depression Harvey Moving Inland  
NOAA's GOES East satellite imagery  Aug. 29 to 31.…",9/1/2017 7:13
Maastricht Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https://t.co/q8d9kRkmAQ,9/1/2017 7:10
Information about Tropical Depression Harvey in Google Search https://t.co/Hlo94BWV8t,9/1/2017 7:09
Heavy rain from Tropical Depression Harvey falls across Tennessee and Kentucky,9/1/2017 7:08
Eindhoven Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https://t.co/bLsoijV7S3,9/1/2017 7:03
"https://t.co/v1tIh425FZ Tropical Depression Harvey soaked parts of Tennessee with steady and sometimes heavy rain Thursday, causing street…",9/1/2017 6:47
RT @WISN12News: Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/HZpPWLa212 https://t.co/K9RlxFVakG,9/1/2017 6:46
Tropical Depression Harvey batters Texas https://t.co/o5GEmhrvpB via @USATODAY,9/1/2017 6:45
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/uR4n1cwOYU https://t.co/qkrJFVT5nw,9/1/2017 6:45
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/HZpPWLa212 https://t.co/K9RlxFVakG,9/1/2017 6:45
RT @wfaaweathertoo: Watch #Harvey intensify since yesterday evening! Tropical Depression (35mph winds) to Category 1 Hurricane (85 mph wind…,9/1/2017 6:42
Arnhem Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https://t.co/004BKtQq2S,9/1/2017 6:39
RT @foxandfriends: FOX NEWS ALERT: Tropical Storm #Irma forms in the Atlantic as #Harvey becomes a tropical depression | @JaniceDean https:…,9/1/2017 6:35
RT @breaks_dj: @thehill Trump is jealous that Tropical Depression Harvey has been more damaging to Americans so he’s doing what he can to c…,9/1/2017 6:34
"Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https://t.co/AyKUvgzw54 via @StormwallVideos",9/1/2017 6:26
Leeuwarden Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https://t.co/1E2Jk8AzDY,9/1/2017 6:23
"Harvey soaks parts of Tennessee, flood warnings issued: Tropical Depression Harvey soaked parts of Tennessee with…… https://t.co/aRWrrS8t7O",9/1/2017 6:21
Utrecht Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https://t.co/2bA3fFS4H2,9/1/2017 6:20
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 6:19
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 6:17
#hurricane Tropical Depression Harvey Public Advisory Number 47 https://t.co/3Nck36ZeWS #sandy,9/1/2017 6:17
@KEEMSTAR @YouTube Harvey has become tropical depression and is hitting me in TN with massive floods. To rain ☔️ un… https://t.co/6BkQMBtim7,9/1/2017 6:14
https://t.co/EqXreiHTnE (AP) — A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled… https://t.co/wFp7GzrC8H,9/1/2017 6:13
"Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama… https://t.co/ZmO0pKIRYk",9/1/2017 6:13
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 6:12
The Hague Weather - A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in a… https://t.co/mq0gVsz7ZJ,9/1/2017 6:10
RT @ByJasonGonzales: The latest: Flash flood warnings in effect for Middle Tennessee as Tropical Depression Harvey moves through https://t.…,9/1/2017 6:07
RT @koat7news: Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/ToGTzJfZaH https://t.co/iaQ1A96Gwy,9/1/2017 6:06
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 6:06
"RT @AuthorAvaBarlow: Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https://t.co/El3g8bvoY7 via @YouTube",9/1/2017 6:05
"Nashville, Tn Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 (pls RT↺❤️) https://t.co/f322POk9aa #Harvey #Tropi",9/1/2017 6:04
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 6:04
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 6:01
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 6:01
RT @koat7news: Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/ToGTzJfZaH https://t.co/iaQ1A96Gwy,9/1/2017 5:58
"RT @RT_America: Tropical Depression Harvey has moved inland &amp; is causing flooding &amp; tornadoes in Mississippi, Tennessee &amp; Alabama https://t…",9/1/2017 5:54
"RT @AuthorAvaBarlow: Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https://t.co/El3g8bvoY7 via @YouTube",9/1/2017 5:53
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 5:51
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 5:50
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 5:49
"Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https://t.co/El3g8bvoY7 via @YouTube",9/1/2017 5:49
"RT @chicagotribune: Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama https://t.co/…",9/1/2017 5:47
RT @koat7news: Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/ToGTzJfZaH https://t.co/iaQ1A96Gwy,9/1/2017 5:47
"Tropical Depression Harvey hits more Southern states: Heavy rains, flood fears, likely tornado in Alabama… https://t.co/jZ2WhAHaJr",9/1/2017 5:46
"RT @NASAHurricane: Satellite Animation Shows Tropical Depression Harvey Moving Inland  
NOAA's GOES East satellite imagery  Aug. 29 to 31.…",9/1/2017 5:44
"RT @NASAHurricane: Satellite Animation Shows Tropical Depression Harvey Moving Inland  
NOAA's GOES East satellite imagery  Aug. 29 to 31.…",9/1/2017 5:42
A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in northwest Alabama. https://t.co/JHwSPQpaLO,9/1/2017 5:41
A likely tornado kicked up by Tropical Depression Harvey damaged homes and toppled trees in northwest Alabama. https://t.co/jYUM50UZZN,9/1/2017 5:41
"I added a video to a @YouTube playlist https://t.co/HFuei8XP32 Midnight Report on Tropical Depression Harvey for August 31, 2017",9/1/2017 5:40
"Tracking the Tropics update for 8/31/2017: Harvey a tropical depression, Irma now Cat 2 hurricane https://t.co/E2XolQfrEY",9/1/2017 5:37
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 47: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 5:34
Tropical Depression Harvey Advisory 47: Now available on the NHC website. https://t.co/Tmy5isP61f,9/1/2017 5:15
Tropical Depression Harvey Advisory 47: Now available on the NHC website. https://t.co/XBNA3KYnBL,9/1/2017 5:15
RT @g_ashleyhawkins: FOX NEWS ALERT: Tropical Storm #Irma forms in the Atlantic as #Harvey becomes a tropical depression | JaniceDean https…,9/1/2017 5:09
"RT @NASAHurricane: Satellite Animation Shows Tropical Depression Harvey Moving Inland  
NOAA's GOES East satellite imagery  Aug. 29 to 31.…",9/1/2017 5:07
RT @ArcherGurlDixon: //Clocking in at work! Prayers I make I through this tropical depression thats over us from hurricane harvey https://t…,9/1/2017 4:55
The latest: Flash flood warnings in effect for Middle Tennessee as Tropical Depression Harvey moves through https://t.co/HgwTglNliN,9/1/2017 4:52
RT @NWSMemphis: 7-hour GOES-16 IR loop of Tropical Depression Harvey (3:45-1045pm CDT) - Experimental/non-operational https://t.co/F3hyoHcx…,9/1/2017 4:45
RT @NWSMemphis: 12 hour (10am - 10pm) Multiple Radar/Multiple Sensor (MRMS) rainfall estimate from Tropical Depression Harvey https://t.co/…,9/1/2017 4:44
RT @NWSMemphis: 7-hour GOES-16 IR loop of Tropical Depression Harvey (3:45-1045pm CDT) - Experimental/non-operational https://t.co/F3hyoHcx…,9/1/2017 4:43
RT @NWSMemphis: 7-hour GOES-16 IR loop of Tropical Depression Harvey (3:45-1045pm CDT) - Experimental/non-operational https://t.co/F3hyoHcx…,9/1/2017 4:42
RT @NWSMemphis: 12 hour (10am - 10pm) Multiple Radar/Multiple Sensor (MRMS) rainfall estimate from Tropical Depression Harvey https://t.co/…,9/1/2017 4:40
RT @koat7news: Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/ToGTzJfZaH https://t.co/iaQ1A96Gwy,9/1/2017 4:38
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/ToGTzJfZaH https://t.co/iaQ1A96Gwy,9/1/2017 4:35
Get a look at the devastation. https://t.co/17Y3R0hmYD,9/1/2017 4:30
Harvey downgraded to tropical depression; Death toll rises to 25 https://t.co/p0th2OaA5H https://t.co/f4QI4NBwfc,9/1/2017 4:27
Gusty non thunderstorm winds will be likely across the area tonight as the center of Tropical Depression Harvey... https://t.co/MRyOP2scOF,9/1/2017 4:19
Gusty non thunderstorm winds will be likely across the area tonight as the center of Tropical Depression Harvey... https://t.co/mh2KVp4VZf,9/1/2017 4:16
Flooding persists as Harvey downgraded to tropical depression https://t.co/AxigCKjGt1,9/1/2017 4:15
Gusty non thunderstorm winds will be likely across the area tonight as the center of Tropical Depression Harvey... https://t.co/wtdsozKI6r,9/1/2017 4:14
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 47: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 4:12
"RT @RT_America: Tropical Depression Harvey has moved inland &amp; is causing flooding &amp; tornadoes in Mississippi, Tennessee &amp; Alabama https://t…",9/1/2017 4:11
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 47: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 4:09
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/1MgYmZv9a9 https://t.co/zCtpVrDDu9,9/1/2017 4:05
Donald Trump donates $1M to Hurricane Harvey relief https://t.co/4aUjNkwVbL via @upi,9/1/2017 4:04
Tropical Depression #Harvey Advisory 47: Now available on the NHC website. https://t.co/VRjPADhwKl,9/1/2017 4:04
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 47: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 4:01
"Retweeted NWS Memphis (@NWSMemphis):

7-hour GOES-16 IR loop of Tropical Depression Harvey (3:45-1045pm CDT) -... https://t.co/5MYxoR4W0V",9/1/2017 4:01
RT @NWSMemphis: 7-hour GOES-16 IR loop of Tropical Depression Harvey (3:45-1045pm CDT) - Experimental/non-operational https://t.co/F3hyoHcx…,9/1/2017 4:01
Door-to-door checks in Houston following Harvey storm nearly complete https://t.co/z51J4BK6b9 https://t.co/5foNJ66D7J,9/1/2017 4:01
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 47: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 4:01
"I am suffering from Tropical Depression, it's lasted over 6 days.  It seems to be contagious. Does anyone know if there's a cure? #Harvey",9/1/2017 3:57
"At 10 pm CDT (0300 UTC) Tropical Depression #Harvey is beginning to lose tropical characteristics, circulation abou… https://t.co/Vttg2QB7Yc",9/1/2017 3:55
RT @breaks_dj: @thehill Trump is jealous that Tropical Depression Harvey has been more damaging to Americans so he’s doing what he can to c…,9/1/2017 3:55
RT @NWSMemphis: 12 hour (10am - 10pm) Multiple Radar/Multiple Sensor (MRMS) rainfall estimate from Tropical Depression Harvey https://t.co/…,9/1/2017 3:53
RT @NWSMemphis: 7-hour GOES-16 IR loop of Tropical Depression Harvey (3:45-1045pm CDT) - Experimental/non-operational https://t.co/F3hyoHcx…,9/1/2017 3:53
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 47: Now available on the NHC website. https://t.co/VqHn0uj6EM,9/1/2017 3:52
7-hour GOES-16 IR loop of Tropical Depression Harvey (3:45-1045pm CDT) - Experimental/non-operational https://t.co/F3hyoHcxyN,9/1/2017 3:52
#HurricaneHarvey weakens to tropical depression as death toll rises to 38 https://t.co/Bo4Vk14rZn,9/1/2017 3:52
