text,created
RT @statesman: STORM UPDATE: #Harvey downgraded to tropical depression https://t.co/jjw4gWcx6d,8/31/2017 4:20
The latest on what is now Tropical Depression Harvey   https://t.co/pC6MEbeAMY https://t.co/7swx8y4eXy,8/31/2017 4:19
"RT @ABC: #Harvey is now a Tropical Depression, but @Ginger_Zee says despite the rain stopping in many areas, the rivers are still rising. h…",8/31/2017 4:19
"RT @brontyman: Harvey now tropical depression, but catastrophic flooding continues - CBS News https://t.co/gzUlw7FzCv",8/31/2017 4:19
"Harvey now tropical depression, but catastrophic flooding continues - CBS News https://t.co/gzUlw7FzCv",8/31/2017 4:17
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 4:17
RT @KDRV: The National Hurricane Center has downgraded Harvey to a tropical depression. https://t.co/TayEJEshs0,8/31/2017 4:17
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 4:17
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 43: Flooding Rains Continue Over Extreme Eastern Texas and Western Louisiana. https:…,8/31/2017 4:16
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 4:15
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 42A: Now available on the NHC website. https://t.co/VqHn0uj6EM,8/31/2017 4:14
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 4:14
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 4:13
RT @thehill: JUST IN: Harvey downgraded to a tropical depression https://t.co/xLD1LevuRQ https://t.co/mosoQo3fkT,8/31/2017 4:12
RT @WeatherNation: Harvey is no longer a tropical storm.  It's now a tropical depression. But the flooding problems are not over yet. https…,8/31/2017 4:12
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 4:12
"RT @ANTIBURREGO: UPDATED: #Harvey is now a tropical depression, at least 38 dead #Texas #Louisiana #harveyflooding https://t.co/P0LMCzR0rp…",8/31/2017 4:12
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 4:11
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 4:10
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 4:10
RT @AP: BREAKING: National Hurricane Center downgrades Harvey to a tropical depression but says catastrophic flooding continues.,8/31/2017 4:10
RT @WeatherNation: Harvey is no longer a tropical storm.  It's now a tropical depression. But the flooding problems are not over yet. https…,8/31/2017 4:09
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 4:09
Tropical Depression Harvey Wind Speed Probabilities Number 43 https://t.co/TRvpKALHcz,8/31/2017 4:09
Tropical Depression Harvey Forecast Advisory Number 43 https://t.co/CZJDqbFYRM,8/31/2017 4:09
RT @NPR: MAP: Houston copes with record rainfall; Harvey is now a tropical depression https://t.co/pq39whRnxf https://t.co/R7bmGx1OIq,8/31/2017 4:09
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 4:09
RT @AP: BREAKING: National Hurricane Center downgrades Harvey to a tropical depression but says catastrophic flooding continues.,8/31/2017 4:07
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 4:07
"#ChiksChats on #FacebookLive Wed 7/31 Tropical Depression #Harvey

#CBSAustinWX https://t.co/7Dainv4mOG https://t.co/enhUYO46K3",8/31/2017 4:07
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 4:07
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 4:07
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 4:06
I just heard hurricane harvey get called a tropical depression and I could not relate more,8/31/2017 4:06
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 4:05
"RT @ABC: #Harvey is now a Tropical Depression, but @Ginger_Zee says despite the rain stopping in many areas, the rivers are still rising. h…",8/31/2017 4:05
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 4:04
Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by NWSWPC… https://t.co/SDK90nuDH4,8/31/2017 4:04
"RT @ABC: #Harvey is now a Tropical Depression, but @Ginger_Zee says despite the rain stopping in many areas, the rivers are still rising. h…",8/31/2017 4:03
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 4:03
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 4:03
RT @AP: BREAKING: National Hurricane Center downgrades Harvey to a tropical depression but says catastrophic flooding continues.,8/31/2017 4:02
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 4:02
"RT @USATODAY: #BREAKING Harvey has been downgraded to a tropical depression, National Weather Service says https://t.co/zDVC3crsE7",8/31/2017 4:02
"RT @ANTIBURREGO: UPDATED: #Harvey is now a tropical depression, at least 38 dead #Texas #Louisiana #harveyflooding https://t.co/P0LMCzR0rp…",8/31/2017 4:01
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 4:01
(Harvey downgraded to tropical depression) - https://t.co/AGc5up9aPb https://t.co/SBrHxdqBIc,8/31/2017 4:01
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 4:01
"RT @BryanHaleKGBT: Harvey now a Depression, possible tropical low this weekend to our south, and T.S. Irma is going to be a hurricane.  Det…",8/31/2017 4:00
Harvey weakens to a tropical depression https://t.co/VeV7SFTnVQ https://t.co/aPAu190eAM,8/31/2017 4:00
"RT @AP: Harvey downgraded to a tropical depression with ""life threatening"" flooding from Houston to southwest Louisiana. https://t.co/PSHsc…",8/31/2017 4:00
"Harvey Exits Gulf Coast, Leaving Devastation, at Least 28 Dead https://t.co/jvMMrgO2kv",8/31/2017 4:00
"RT @WKRN: Harvey repeats devastation back on shore in Texas, Louisiana https://t.co/xtNAioODjA",8/31/2017 3:59
"RT @NWSJacksonMS: 7pm: Harvey is now a tropical depression. Here are the updated severe weather, wind and flood impacts for the ArkLaMiss t…",8/31/2017 3:59
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:58
RT @BostonJerry: Harvey went from tropical depression to Category 4 in three days bc the water in the Gulf of Mexico was 86 degrees. That's…,8/31/2017 3:58
RT @AP: BREAKING: National Hurricane Center downgrades Harvey to a tropical depression but says catastrophic flooding continues.,8/31/2017 3:58
Now a tropical depression over land the baton is passed...all future #Harvey weather information will now come from… https://t.co/lO5RmJLq00,8/31/2017 3:58
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 43: Flooding Rains Continue Over Extreme Eastern Texas and Western Louisiana. https:…,8/31/2017 3:58
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:57
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:57
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:57
RT @wkyc: BREAKING: National Hurricane Center downgrades Harvey to a tropical depression but says catastrophic flooding continues. (AP),8/31/2017 3:57
"[NEWS]
Tropical Storm Harvey has weakened to a Tropical Depression.
Harvey is moving NNE at 9 mph (9 miles per hour)
Flooding Rain at TEXAS.",8/31/2017 3:56
RT @lbcbreaking: Authorities in Texas have confirmed six more deaths as a result of Tropical Depression Harvey - taking the total to 31.,8/31/2017 3:56
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:56
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:56
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:55
Tropical depression: Harvey still packs punch https://t.co/oPagVUf21q Read,8/31/2017 3:55
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:55
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:54
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:54
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:54
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:54
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:53
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:53
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:53
"RT @KNX1070: #Harvey, now a tropical depression, heads toward Memphis, https://t.co/9zX7zzKtQL",8/31/2017 3:53
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 43: Flooding Rains Continue Over Extreme Eastern Texas and Western Louisiana. https:…,8/31/2017 3:53
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:52
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:52
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:52
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:52
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:52
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 43: Flooding Rains Continue Over Extreme Eastern Texas and Western Louisiana. https:…,8/31/2017 3:51
Hurricane Harvey weakens to tropical depression https://t.co/Xwx1e3pFQc #bollywood #bbc,8/31/2017 3:51
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:51
RT @AP: BREAKING: National Hurricane Center downgrades Harvey to a tropical depression but says catastrophic flooding continues.,8/31/2017 3:51
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:51
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:50
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:50
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:50
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:50
"RT @WALBWeather: #NHC downgrades ""Harvey"" to a tropical depression but catastrophic flooding continues. #track #walbweatherapp https://t.co…",8/31/2017 3:50
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:49
"Water levels dropping in Houston, but crisis far from over - World - CBC News https://t.co/TjbpUh2JbT ➜… https://t.co/rpzU7ADpva",8/31/2017 3:49
Just In: Latest on Tropical Depression Harvey and where it is headed now. https://t.co/8XLc5twJqA,8/31/2017 3:49
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:49
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:49
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:49
@believeintroy @dak Initially hit as a hurricane then turned into both a tropical storm &amp; depression.Reason ev says… https://t.co/6Eu2mprjo1,8/31/2017 3:49
RT @APCentralRegion: BREAKING: National Hurricane Center downgrades Harvey to a tropical depression but says catastrophic flooding continue…,8/31/2017 3:49
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:49
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:49
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:49
Hurricane Harvey weakens to tropical depression #HurricaneHarvey #tropicaldepression https://t.co/w7vDMzZjmd https://t.co/UCimYEHQQf,8/31/2017 3:49
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:49
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:48
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:48
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:48
"UPDATED: #Harvey is now a tropical depression, at least 38 dead #Texas #Louisiana #harveyflooding https://t.co/P0LMCzR0rp vía @BI_Science",8/31/2017 3:48
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:48
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:48
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 43: Flooding Rains Continue Over Extreme Eastern Texas and Western Louisiana. https:…,8/31/2017 3:48
Harvey weakens to a tropical depression https://t.co/QaWR3hoxf5 ^Euronews https://t.co/bYY4iarED3,8/31/2017 3:48
Harvey weakens to a tropical depression https://t.co/GcFih7fFPu ^Euronews https://t.co/IHObfa9FEE,8/31/2017 3:48
Harvey weakens to a tropical depression https://t.co/01vyfZIIit ^Euronews https://t.co/lT9pYdI5Li,8/31/2017 3:48
RT @NWSMemphis: Thread: Late afternoon update for what will be Tropical Depression Harvey and it's track through the Midsouth. https://t.co…,8/31/2017 3:48
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:47
"Good Evening everyone- 10pm-CDT/11pm - EDT Here is the last advisory on Tropical Depression Harvey, Also totals... https://t.co/ZgtshT4HrX",8/31/2017 3:47
RT @thehill: JUST IN: Harvey downgraded to a tropical depression https://t.co/xLD1LevuRQ https://t.co/mosoQo3fkT,8/31/2017 3:47
"RT @HaitiNewsNet: Harvey Exits Gulf Coast, Leaving Devastation, at Least 28 Dead https://t.co/VBbWMDB5WS",8/31/2017 3:47
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:47
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:47
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:47
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:47
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:47
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:47
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:46
"Just checked the Wikipedia page on #Harvey. It's a Tropical Depression now. Took it way too long, to say the least...",8/31/2017 3:46
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:46
"RT @HaitiNewsNet: Harvey Exits Gulf Coast, Leaving Devastation, at Least 28 Dead https://t.co/VBbWMDB5WS",8/31/2017 3:46
RT @NWSMemphis: Thread: Late afternoon update for what will be Tropical Depression Harvey and it's track through the Midsouth. https://t.co…,8/31/2017 3:46
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 43: Flooding Rains Continue Over Extreme Eastern Texas and Western Louisiana. https:…,8/31/2017 3:46
NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Miss… https://t.co/WXApjJ8vPz,8/31/2017 3:46
"Harvey Exits Gulf Coast, Leaving Devastation, at Least 28 Dead https://t.co/j26jSaSFVS",8/31/2017 3:46
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 43: Flooding Rains Continue Over Extreme Eastern Texas and Western Louisiana. https:…,8/31/2017 3:46
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:45
"Harvey Exits Gulf Coast, Leaving Devastation, at Least 28 Dead https://t.co/VBbWMDB5WS",8/31/2017 3:45
The latest Atlantic tropical outlook from #NHC: Tropical Depression Harvey Graphics https://t.co/FVJlLD5ds5,8/31/2017 3:45
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:45
"#Harvey Now Tropical Depression, But Catastrophic #Flooding Continues -- #LIVE #Updates
https://t.co/P5v11dmJi0 #HurricaneHarvey #Texas",8/31/2017 3:45
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:45
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:45
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:45
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:45
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:45
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:44
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:44
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 43: Flooding Rains Continue Over Extreme Eastern Texas and Western Louisiana. https:…,8/31/2017 3:44
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:44
Authorities in Texas have confirmed six more deaths as a result of Tropical Depression Harvey - taking the total to 31.,8/31/2017 3:44
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:44
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:44
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:44
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 43: Flooding Rains Continue Over Extreme Eastern Texas and Western Louisiana. https:…,8/31/2017 3:44
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 43: Flooding Rains Continue Over Extreme Eastern Texas and Western Louisiana. https:…,8/31/2017 3:43
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:43
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:43
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:43
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:43
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:43
NBCNEWS reports JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northweste… https://t.co/fkedn84Pwz,8/31/2017 3:43
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:43
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:43
RT @BCollarWHIO: What's left of #Harvey is now a Tropical Depression...and it's headed this way: https://t.co/LjVBcO3zhp #whiowx @whiotv @w…,8/31/2017 3:43
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:42
RT @BCollarWHIO: What's left of #Harvey is now a Tropical Depression...and it's headed this way: https://t.co/LjVBcO3zhp #whiowx @whiotv @w…,8/31/2017 3:42
RT @WeatherNation: Harvey is no longer a tropical storm.  It's now a tropical depression. But the flooding problems are not over yet. https…,8/31/2017 3:42
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:42
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:42
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:42
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:42
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:42
"RT @NBCNews: LATEST: At least 28 confirmed deaths have been attributed to Harvey, now a tropical depression. Read more: https://t.co/b09q5o…",8/31/2017 3:42
"RT @nytimes: Harvey was downgraded to a tropical depression on Wednesday night. Latest updates on the storm: 
https://t.co/MSFVUkZLNW",8/31/2017 3:42
Tropical Depression Harvey moves into the Mississippi Valley on Thursday https://t.co/MByxLxVuaO,8/31/2017 3:42
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:42
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:41
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:41
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:41
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:41
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:41
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:41
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:41
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:40
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:40
RT @NHC_Atlantic: Tropical Depression #Harvey Advisory 43: Flooding Rains Continue Over Extreme Eastern Texas and Western Louisiana. https:…,8/31/2017 3:40
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:40
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:40
"RT @myhurricaneapp: Tropical Depression Harvey was tracked near Trout, LA with 35mph NNE winds #Harvey #hurricane https://t.co/Gux4Bx1B6l h…",8/31/2017 3:40
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:40
RT @JasonBoyerWLOS: NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issu… htt…,8/31/2017 3:40
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:40
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:40
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:40
"RT @NBCNews: JUST IN: Tropical Depression Harvey's center to move through northeastern Louisiana and northwestern Mississippi Thursday, say…",8/31/2017 3:39
RT @NHC_Atlantic: Key messages for NHC's last advisory on Tropical Depression #Harvey.  Future advisories will be issued by @NWSWPC https:/…,8/31/2017 3:39
